t, s
3.153153153153152866e-02,-1.997206626172980393e+00
3.159159159159159042e-02,-1.997101576054483907e+00
3.165165165165165218e-02,-1.997009347121439404e+00
3.171171171171171393e-02,-1.996929963653771622e+00
3.177177177177176876e-02,-1.996863403584676622e+00
3.183183183183183051e-02,-1.996809599679414404e+00
3.189189189189189227e-02,-1.996768440847062065e+00
3.195195195195195403e-02,-1.996739773577395738e+00
3.201201201201200885e-02,-1.996723403494808036e+00
3.207207207207207061e-02,-1.996719097020951850e+00
3.213213213213213237e-02,-1.996726583137600430e+00
3.219219219219219413e-02,-1.996745555241065118e+00
3.225225225225224895e-02,-1.996775673079390634e+00
3.231231231231231071e-02,-1.996816564763458812e+00
3.237237237237237247e-02,-1.996867828843082560e+00
3.243243243243243423e-02,-1.996929036439147875e+00
3.249249249249248905e-02,-1.996999733422876844e+00
3.255255255255255081e-02,-1.997079442633329593e+00
3.261261261261261257e-02,-1.997167666124333385e+00
3.267267267267267433e-02,-1.997263887432135787e+00
3.273273273273272915e-02,-1.997367573855212353e+00
3.279279279279279091e-02,-1.997478178737810861e+00
3.285285285285285267e-02,-1.997595143749011815e+00
3.291291291291291443e-02,-1.997717901149292041e+00
3.297297297297296925e-02,-1.997845876036806301e+00
3.303303303303303101e-02,-1.997978488565867572e+00
3.309309309309309277e-02,-1.998115156130384928e+00
3.315315315315315453e-02,-1.998255295505302787e+00
